Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1773494350	311	49471	52508	0	103728	6708	0	87	0	1810422	4381	2733506	4098	0	0	1	1
1773494352	313	49474	52508	0	103728	6708	0	87	0	1818890	4399	2746937	4116	0	0	1	1
1773494354	315	49475	52508	0	103728	6708	0	87	0	1821542	4421	2755366	4135	0	0	1	1
1773494356	317	49475	52508	0	103728	6708	0	87	0	1821608	4422	2755528	4136	0	0	1	1
1773494358	318	49474	52508	0	103728	6708	0	87	0	1827701	4438	2763252	4151	0	0	1	1
1773494360	320	49469	52508	0	103728	6708	0	87	0	1869357	4534	2824921	4243	0	0	1	1
1773494362	322	49470	52508	0	103728	6708	0	87	0	1884877	4564	2849297	4273	0	0	1	1
1773494364	324	49474	52508	0	103728	6708	0	87	0	1884877	4564	2849297	4273	0	0	1	1
1773494366	326	49474	52508	0	103728	6708	0	87	0	1884877	4564	2849297	4273	0	0	1	1
1773494368	328	49470	52508	0	103728	6708	0	87	0	1884877	4564	2849297	4273	0	0	1	1
1773494370	330	49471	52508	0	103728	6708	0	87	0	1913942	4633	2892067	4336	0	0	1	1
1773494372	332	49474	52508	0	103728	6708	0	87	0	1942591	4699	2935550	4399	0	0	1	1
1773494374	334	49473	52508	0	103728	6708	0	87	0	1942591	4699	2935550	4399	0	0	1	1
1773494376	336	49474	52508	0	103728	6708	0	87	0	1942591	4699	2935550	4399	0	0	1	1
1773494378	338	49472	52508	0	103728	6708	0	87	0	1942591	4699	2935550	4399	0	0	1	1
1773494380	340	49474	52508	0	103728	6708	0	87	0	1961716	4748	2962451	4448	0	0	1	1
1773494382	342	49474	52508	0	103728	6708	0	87	0	1999976	4829	3021807	4525	0	0	1	1
1773494384	344	49474	52508	0	103728	6708	0	87	0	2002913	4851	3030897	4545	0	0	1	1
1773494386	346	49474	52508	0	103728	6708	0	87	0	2002979	4852	3030963	4546	0	0	1	1
1773494388	348	49474	52508	0	103728	6708	0	87	0	2003149	4855	3031133	4549	0	0	1	1
1773494390	350	49475	52508	0	103728	6708	0	87	0	2018344	4890	3053239	4582	0	0	1	1
1773494392	352	49469	52508	0	103728	6708	0	87	0	2060386	4982	3117109	4670	0	0	1	1
1773494394	354	49474	52508	0	103728	6708	0	87	0	2060386	4982	3117109	4670	0	0	1	1
1773494396	356	49474	52508	0	103728	6708	0	87	0	2060386	4982	3117109	4670	0	0	1	1
1773494398	358	49475	52508	0	103728	6708	0	87	0	2060490	4984	3117213	4672	0	0	1	1
1773494400	360	49474	52508	0	103728	6708	0	87	0	2065173	5004	3121669	4692	0	0	1	1
1773494402	362	49470	52508	0	103728	6708	0	87	0	2117727	5111	3203519	4798	0	0	1	1
1773494404	364	49475	52508	0	103728	6708	0	87	0	2117831	5113	3203623	4800	0	0	1	1
1773494406	366	49474	52508	0	103728	6708	0	87	0	2117831	5113	3203623	4800	0	0	1	1
1773494408	368	49474	52508	0	103728	6708	0	87	0	2117831	5113	3203623	4800	0	0	1	1
1773494410	370	49475	52508	0	103728	6708	0	87	0	2126715	5151	3211624	4834	0	0	1	1
1773494412	372	49470	52508	0	103728	6708	0	87	0	2171195	5247	3280239	4926	0	0	1	1
1773494414	375	49471	52508	0	103728	6708	0	87	0	2182217	5285	3301894	4959	0	0	1	1
1773494416	377	49469	52508	0	103728	6708	0	87	0	2182283	5286	3302056	4960	0	0	1	1
1773494418	379	49473	52508	0	103728	6708	0	87	0	2188376	5302	3309780	4975	0	0	1	1
1773494420	381	49474	52508	0	103728	6708	0	87	0	2188376	5302	3309780	4975	0	0	1	1
1773494422	383	49471	52508	0	103728	6708	0	87	0	2230095	5399	3371381	5066	0	0	1	1
1773494424	385	49472	52508	0	103728	6708	0	87	0	2245615	5429	3395757	5096	0	0	1	1
1773494426	387	49475	52508	0	103728	6708	0	87	0	2245615	5429	3395757	5096	0	0	1	1
1773494428	389	49470	52508	0	103728	6708	0	87	0	2245615	5429	3395757	5096	0	0	1	1
1773494430	391	49474	52508	0	103728	6708	0	87	0	2245747	5431	3395889	5098	0	0	1	1
1773494432	393	49471	52508	0	103728	6708	0	87	0	2274614	5497	3438593	5160	0	0	1	1
1773494434	395	49475	52508	0	103728	6708	0	87	0	2303259	5563	3482008	5222	0	0	1	1
1773494436	397	49471	52508	0	103728	6708	0	87	0	2303259	5563	3482008	5222	0	0	1	1
1773494438	399	49475	52508	0	103728	6708	0	87	0	2303259	5563	3482008	5222	0	0	1	1
1773494440	401	49471	52508	0	103728	6708	0	87	0	2303259	5563	3482008	5222	0	0	1	1
1773494442	403	49475	52508	0	103728	6708	0	87	0	2322735	5618	3508995	5273	0	0	1	1
1773494444	405	49473	52508	0	103728	6708	0	87	0	2363784	5718	3577226	5366	0	0	1	1
1773494446	407	49472	52508	0	103728	6708	0	87	0	2363850	5719	3577292	5367	0	0	1	1
1773494448	408	49473	52508	0	103728	6708	0	87	0	2364020	5722	3577462	5370	0	0	1	1
1773494450	410	49473	52508	0	103728	6708	0	87	0	2364020	5722	3577462	5370	0	0	1	1
1773494452	412	49473	52508	0	103728	6708	0	87	0	2379217	5757	3599569	5403	0	0	1	1
1773494454	414	49474	52508	0	103728	6708	0	87	0	2421397	5851	3663376	5490	0	0	1	1
1773494456	416	49469	52508	0	103728	6708	0	87	0	2421397	5851	3663376	5490	0	0	1	1
1773494458	418	49471	52508	0	103728	6708	0	87	0	2421501	5853	3663480	5492	0	0	1	1
1773494460	420	49476	52508	0	103728	6708	0	87	0	2421699	5856	3663774	5495	0	0	1	1
1773494462	422	49474	52508	0	103728	6708	0	87	0	2426316	5875	3668032	5512	0	0	1	1
1773494464	424	49474	52508	0	103728	6708	0	87	0	2478978	5984	3749922	5619	0	0	1	1
1773494466	426	49470	52508	0	103728	6708	0	87	0	2478978	5984	3749922	5619	0	0	1	1
1773494468	428	49474	52508	0	103728	6708	0	87	0	2478978	5984	3749922	5619	0	0	1	1
1773494470	430	49475	52508	0	103728	6708	0	87	0	2483179	6002	3753731	5637	0	0	1	1
1773494472	432	49473	52508	0	103728	6708	0	87	0	2487960	6024	3758153	5657	0	0	1	1
1773494474	434	49475	52508	0	103728	6708	0	87	0	2534996	6140	3835125	5766	0	0	1	1
1773494476	436	49472	52508	0	103728	6708	0	87	0	2543368	6156	3848327	5780	0	0	1	1
1773494478	438	49474	52508	0	103728	6708	0	87	0	2549461	6172	3856051	5795	0	0	1	1
1773494480	440	49475	52508	0	103728	6708	0	87	0	2549461	6172	3856051	5795	0	0	1	1
1773494482	442	49472	52508	0	103728	6708	0	87	0	2549461	6172	3856051	5795	0	0	1	1
1773494484	444	49474	52508	0	103728	6708	0	87	0	2591051	6267	3917786	5888	0	0	1	1
1773494486	446	49473	52508	0	103728	6708	0	87	0	2606641	6298	3942098	5917	0	0	1	1
1773494488	448	49475	52508	0	103728	6708	0	87	0	2606641	6298	3942098	5917	0	0	1	1
1773494490	450	49474	52508	0	103728	6708	0	87	0	2606707	6299	3942164	5918	0	0	1	1
1773494492	452	49471	52508	0	103728	6708	0	87	0	2606839	6301	3942296	5920	0	0	1	1
1773494494	454	49474	52508	0	103728	6708	0	87	0	2635982	6372	3985209	5986	0	0	1	1
1773494496	456	49471	52508	0	103728	6708	0	87	0	2664353	6433	4028482	6045	0	0	1	1
1773494498	458	49474	52508	0	103728	6708	0	87	0	2664353	6433	4028482	6045	0	0	1	1
1773494500	460	49471	52508	0	103728	6708	0	87	0	2664353	6433	4028482	6045	0	0	1	1
1773494502	463	49474	52508	0	103728	6708	0	87	0	2664569	6437	4028698	6049	0	0	1	1
1773494504	465	49476	52508	0	103728	6708	0	87	0	2682703	6494	4059850	6101	0	0	1	1
1773494506	467	49474	52508	0	103728	6708	0	87	0	2709221	6556	4099342	6159	0	0	1	1
1773494508	469	49469	52508	0	103728	6708	0	87	0	2725045	6591	4123757	6190	0	0	1	1
1773494510	471	49472	52508	0	103728	6708	0	87	0	2725045	6591	4123757	6190	0	0	1	1
1773494512	473	49476	52508	0	103728	6708	0	87	0	2725045	6591	4123757	6190	0	0	1	1
1773494514	475	49475	52508	0	103728	6708	0	87	0	2729599	6609	4128083	6208	0	0	1	1
1773494516	477	49475	52508	0	103728	6708	0	87	0	2782223	6717	4209803	6312	0	0	1	1
1773494518	479	49474	52508	0	103728	6708	0	87	0	2782327	6719	4209907	6314	0	0	1	1
1773494520	481	49475	52508	0	103728	6708	0	87	0	2782459	6721	4210135	6316	0	0	1	1
1773494522	483	49469	52508	0	103728	6708	0	87	0	2782525	6722	4210201	6317	0	0	1	1
1773494524	485	49469	52508	0	103728	6708	0	87	0	2787246	6743	4214563	6336	0	0	1	1
1773494526	487	49475	52508	0	103728	6708	0	87	0	2839798	6850	4296346	6441	0	0	1	1
1773494528	489	49474	52508	0	103728	6708	0	87	0	2839798	6850	4296346	6441	0	0	1	1
1773494530	491	49475	52508	0	103728	6708	0	87	0	2844065	6869	4300089	6458	0	0	1	1
1773494532	493	49474	52508	0	103728	6708	0	87	0	2844229	6872	4300253	6461	0	0	1	1
1773494534	495	49473	52508	0	103728	6708	0	87	0	2846881	6894	4308728	6480	0	0	1	1
1773494536	496	49471	52508	0	103728	6708	0	87	0	2888658	6992	4370259	6570	0	0	1	1
1773494538	498	49476	52508	0	103728	6708	0	87	0	2910341	7039	4402361	6615	0	0	1	1
1773494540	500	49471	52508	0	103728	6708	0	87	0	2910341	7039	4402361	6615	0	0	1	1
1773494542	502	49475	52508	0	103728	6708	0	87	0	2910341	7039	4402361	6615	0	0	1	1
1773494544	504	49472	52508	0	103728	6708	0	87	0	2910341	7039	4402361	6615	0	0	1	1
1773494546	506	49475	52508	0	103728	6708	0	87	0	2939274	7106	4445065	6677	0	0	1	1
1773494548	508	49475	52508	0	103728	6708	0	87	0	2967709	7168	4488271	6735	0	0	1	1
1773494550	510	49475	52508	0	103728	6708	0	87	0	2967775	7169	4488337	6736	0	0	1	1
1773494552	512	49474	52508	0	103728	6708	0	87	0	2967907	7171	4488469	6738	0	0	1	1
1773494554	514	49474	52508	0	103728	6708	0	87	0	2968115	7175	4488677	6742	0	0	1	1
1773494556	516	49471	52508	0	103728	6708	0	87	0	2987308	7225	4515513	6790	0	0	1	1
1773494558	518	49469	52508	0	103728	6708	0	87	0	3025542	7305	4574451	6860	0	0	1	1
1773494560	520	49472	52508	0	103728	6708	0	87	0	3025542	7305	4574451	6860	0	0	1	1
1773494562	522	49475	52508	0	103728	6708	0	87	0	3025758	7309	4574667	6864	0	0	1	1
1773494564	524	49474	52508	0	103728	6708	0	87	0	3025758	7309	4574667	6864	0	0	1	1
1773494566	526	49474	52508	0	103728	6708	0	87	0	3043826	7365	4605886	6917	0	0	1	1
1773494568	528	49474	52508	0	103728	6708	0	87	0	3086236	7463	4669728	7005	0	0	1	1
1773494570	530	49472	52508	0	103728	6708	0	87	0	3086236	7463	4669728	7005	0	0	1	1
1773494572	532	49476	52508	0	103728	6708	0	87	0	3086236	7463	4669728	7005	0	0	1	1
1773494574	534	49474	52508	0	103728	6708	0	87	0	3086236	7463	4669728	7005	0	0	1	1
1773494576	536	49474	52508	0	103728	6708	0	87	0	3090856	7482	4673988	7022	0	0	1	1
1773494578	538	49470	52508	0	103728	6708	0	87	0	3143716	7594	4755746	7127	0	0	1	1
1773494580	540	49474	52508	0	103728	6708	0	87	0	3143782	7595	4755812	7128	0	0	1	1
1773494582	542	49471	52508	0	103728	6708	0	87	0	3143914	7597	4756040	7130	0	0	1	1
1773494584	544	49474	52508	0	103728	6708	0	87	0	3144018	7599	4756144	7132	0	0	1	1
1773494586	546	49474	52508	0	103728	6708	0	87	0	3148635	7618	4760402	7149	0	0	1	1
1773494588	549	49474	52508	0	103728	6708	0	87	0	3201329	7727	4842124	7253	0	0	1	1
1773494590	551	49474	52508	0	103728	6708	0	87	0	3201329	7727	4842124	7253	0	0	1	1
1773494592	553	49474	52508	0	103728	6708	0	87	0	3205760	7749	4846031	7273	0	0	1	1
1773494594	555	49471	52508	0	103728	6708	0	87	0	3205760	7749	4846031	7273	0	0	1	1
1773494596	557	49474	52508	0	103728	6708	0	87	0	3208346	7770	4854573	7293	0	0	1	1
1773494598	559	49472	52508	0	103728	6708	0	87	0	3263311	7897	4935141	7416	0	0	1	1
1773494600	561	49475	52508	0	103728	6708	0	87	0	3271681	7913	4948342	7430	0	0	1	1
1773494602	563	49472	52508	0	103728	6708	0	87	0	3271681	7913	4948342	7430	0	0	1	1
1773494604	565	49469	52508	0	103728	6708	0	87	0	3271681	7913	4948342	7430	0	0	1	1
1773494606	567	49474	52508	0	103728	6708	0	87	0	3271681	7913	4948342	7430	0	0	1	1
1773494608	569	49473	52508	0	103728	6708	0	87	0	3313404	8010	5010011	7522	0	0	1	1
1773494610	571	49471	52508	0	103728	6708	0	87	0	3329126	8043	5034323	7551	0	0	1	1
