Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1773494612	573	49475	52508	0	103728	6708	0	87	0	3329466	8049	5034663	7557	0	0	1	1
1773494614	575	49474	52508	0	103728	6708	0	87	0	3329466	8049	5034663	7557	0	0	1	1
1773494616	577	49472	52508	0	103728	6708	0	87	0	3329466	8049	5034663	7557	0	0	1	1
1773494618	579	49474	52508	0	103728	6708	0	87	0	3358335	8115	5077368	7619	0	0	1	1
1773494620	581	49471	52508	0	103728	6708	0	87	0	3386778	8177	5120578	7677	0	0	1	1
1773494622	582	49469	52508	0	103728	6708	0	87	0	3386994	8181	5120794	7681	0	0	1	1
1773494624	584	49470	52508	0	103728	6708	0	87	0	3386994	8181	5120794	7681	0	0	1	1
1773494626	586	49469	52508	0	103728	6708	0	87	0	3389997	8204	5129931	7701	0	0	1	1
1773494628	588	49472	52508	0	103728	6708	0	87	0	3405365	8242	5152209	7737	0	0	1	1
1773494630	590	49470	52508	0	103728	6708	0	87	0	3447543	8336	5215949	7823	0	0	1	1
1773494632	592	49474	52508	0	103728	6708	0	87	0	3447543	8336	5215949	7823	0	0	1	1
1773494634	594	49469	52508	0	103728	6708	0	87	0	3447543	8336	5215949	7823	0	0	1	1
1773494636	596	49476	52508	0	103728	6708	0	87	0	3447543	8336	5215949	7823	0	0	1	1
1773494638	598	49474	52508	0	103728	6708	0	87	0	3452201	8356	5220379	7843	0	0	1	1
1773494640	600	49475	52508	0	103728	6708	0	87	0	3504893	8465	5302166	7948	0	0	1	1
